,Review,Sentiment
1839,Awesome Nice this productREAD MORE,1
1840,Fabulous! GOODREAD MORE,1
1841,Best in the market! Very good productREAD MORE,1
1842,Awesome Nice shuttle for advance players... Thanks FlipkartREAD MORE,1
1843,Classy product Low quality.READ MORE,0
1844,Highly recommended very nice and expected productREAD MORE,1
1845,Super! GoodREAD MORE,1
1846,Super! Geniuen product to buy Thanks to Flipkart and YonexREAD MORE,1
1847,Terrific purchase GoodREAD MORE,1
1848,Simply awesome Thanku flipkart👍👍👍👍READ MORE,1
1849,Mind-blowing purchase NiceREAD MORE,1
1850,Mind-blowing purchase Good qualityREAD MORE,1
1851,Terrific purchase SuperREAD MORE,1
1852,Great product Good oneREAD MORE,1
1853,Brilliant Go for it😏😏READ MORE,1
1854,Just wow! Trustworthy seller.READ MORE,1
1855,Wonderful ExcellentREAD MORE,1
1856,Brilliant Good  qualityREAD MORE,1
1857,Fabulous! Thank you flipkart.READ MORE,1
1858,Awesome GoodREAD MORE,1
1859,"Simply awesome The product was as aspected , it was greatREAD MORE",1
1860,Must buy! Mavis 350 beat options all shuttle level playersREAD MORE,1
1861,Simply awesome Good product....READ MORE,1
1862,"Mind-blowing purchase Awesome,must buyREAD MORE",1
1863,Excellent Good productREAD MORE,1
1864,Simply awesome ExcellentREAD MORE,0
1865,Fabulous! Good product at discounted price I got it at 850READ MORE,1
1866,Excellent Simply awesomeREAD MORE,1
1867,Brilliant GudREAD MORE,1
1868,Fabulous! Good Product.READ MORE,1
1869,Nice product Nice product 🤩🤩but price is too high😞READ MORE,1
1870,Nice Very nice.READ MORE,1
1871,Good choice PerfectREAD MORE,1
1872,Delightful ExcellentREAD MORE,1
1873,Pretty good SuperREAD MORE,1
1874,Hated it! amazing cocREAD MORE,1
1875,Good quality product Nice workREAD MORE,1
1876,Horrible NiceREAD MORE,1
1877,Utterly Disappointed Very niceREAD MORE,1
1878,"Terrific purchase Good Product, Same as bought from shopsREAD MORE",1
1879,Just wow! GoodREAD MORE,1
1880,Good choice Nice product and delivered ontime.READ MORE,1
1881,"Bad quality On time , good deliveryREAD MORE",1
1882,Just okay Price so highREAD MORE,1
1883,Just okay Nice oneREAD MORE,1
1884,Must buy! Por qualityREAD MORE,0
1885,"Worthless Good quality shuttle , , good for begineer and intermediate players.... one shuttle will last more than 3 days no matter how extreme you play with net or without net in local style..READ MORE",1
1886,Worth the money Useless Shuttle cant play one single game with one shuttle. I recommend all of you not to waste your money in this westeless shuttle. Never buy this. Price is high and Quality is very low.READ MORE,0
1887,Worth every penny Copy productREAD MORE,0
1888,Best in the market! Good productREAD MORE,1
1889,Mind-blowing purchase GoodREAD MORE,1
1890,Pretty good NiceREAD MORE,1
1891,Just wow! Brand is good but i do not know how this packet not good Worse quality has givenREAD MORE,0
1892,Perfect product! Price too highREAD MORE,1
1893,Great product Price too highREAD MORE,1
1894,Perfect product! GreatREAD MORE,1
1895,Terrific Not Good 😭😭READ MORE,0
1896,Classy product Super 👍👍READ MORE,1
1897,Don't waste your money Really niceREAD MORE,1
1898,Fabulous! Good ProductREAD MORE,1
1899,Classy product Very niceREAD MORE,1
1900,Terrific Original qualityREAD MORE,1
1901,Awesome It's  awesomeREAD MORE,1
1902,Terrific This product is very goodREAD MORE,1
1903,Not recommended at all Best for bigineersREAD MORE,1
1904,Mind-blowing purchase Very nice 👍👍READ MORE,1
1905,Just wow! Longlasting unlike other shuttleREAD MORE,1
1906,Super! Nice productREAD MORE,1
1907,Classy product Shuttle broken within one day worst productREAD MORE,0
1908,Good quality product ExcellentREAD MORE,1
1909,Must buy! Mavis 350 is the best shuttle I've ever played withREAD MORE,1
1910,Great product Fabulous product everREAD MORE,1
1911,Very poor Very nice product 👍👍READ MORE,1
1912,Wonderful Nice product💯💯👍👍READ MORE,1
1913,Terrific purchase Not good qualityREAD MORE,0
1914,"Brilliant Kudos on the delivery, quick and well packaged. Product is great.READ MORE",1
1915,Value-for-money GoodREAD MORE,1
1916,Value-for-money Good product.READ MORE,1
1917,Mind-blowing purchase Nice productREAD MORE,1
1918,Pretty good Perfect for PlayREAD MORE,1
1919,Classy product Excellent shuttles as alwaysREAD MORE,1
1920,Worth every penny Very nice original and genuine products supplied by flipkartREAD MORE,1
1921,Highly recommended bad qualityREAD MORE,0
1922,Simply awesome Good shuttleREAD MORE,1
1923,Awesome Value for moneyREAD MORE,1
1924,Fabulous! A good and orginal product. Thanks FlipKart.READ MORE,1
1925,Terrific Quality is nice but not that great.READ MORE,1
1926,Could be way better Satisfactory only...READ MORE,1
1927,Worth every penny Very goodREAD MORE,1
1928,Super! Nice shuttle our team played well by using this and the negative point is in outdoors some what the shuttle lose stabilityREAD MORE,1
1929,Brilliant Good and fast delivery superREAD MORE,1
1930,Best in the market! Good ARN link retailers product is googREAD MORE,1
1931,Awesome Worth for moneyREAD MORE,1
1932,Just wow! Best shuttlesREAD MORE,1
1933,"Good quality product Perfect shuttles for Indoor. Lasts long, good in quality.READ MORE",1
1934,Super! Very nice productREAD MORE,1
1935,Highly recommended NiceREAD MORE,1
1936,Very Good No goodREAD MORE,0
1937,Bad quality Nice shuttlesREAD MORE,1
1938,Horrible Original good qualityREAD MORE,1
1939,Could be way better Nice productREAD MORE,1
1940,Wonderful superBREAD MORE,1
1941,Don't waste your money DelightedREAD MORE,1
1942,Awesome Very fast delivery...And very good quality of shuttles....READ MORE,1
1943,Delightful Nice productREAD MORE,1
1944,Just wow! NiceREAD MORE,1
1945,Classy product GoodREAD MORE,1
1946,"Wonderful Nice product, good quality but price is little highREAD MORE",1
1947,Pretty good Shuttle was okREAD MORE,0
1948,"Perfect product! Disappointed , only one shuttle was proper rest all are swinging..READ MORE",0
1949,Delightful OkREAD MORE,0
1950,Expected a better product Good quality shuttes👍👍READ MORE,1
1951,Worth the money Very badREAD MORE,0
1952,Value-for-money Same originalREAD MORE,1
1953,Brilliant NiceREAD MORE,1
1954,Terrific Nice superREAD MORE,1
1955,Great product Best quality product thanks for FlipkartREAD MORE,1
1956,Really Nice GoodREAD MORE,1
1957,Terrific purchase OriginalREAD MORE,1
1958,Good quality product Lasting in our smash 😄😄💪💪READ MORE,1
1959,Good quality product NiceREAD MORE,1
1960,Pretty good very poor productREAD MORE,0
1961,Fabulous! Very high price compare to other products.  Better to buy similar product on li-ning for lower priceREAD MORE,1
1962,Super! Very good qualityREAD MORE,1
1963,Good choice Genuine productREAD MORE,1
1964,Just wow! Awesome 👍👍👍👍👍😎READ MORE,1
1965,Just wow! it's fast devery  thanks to flipkartREAD MORE,1
1966,Terrific purchase SupperREAD MORE,1
1967,Just wow! Very goodREAD MORE,1
1968,"Super! Quality is very good , price is too high .. Excellent quality and reliable tooREAD MORE",1
1969,Fabulous! GoodREAD MORE,1
1970,Really Nice NiceREAD MORE,1
1971,Perfect product! WowREAD MORE,1
1972,Wonderful Nice and real shuttle of yonexREAD MORE,1
1973,Awesome GoodREAD MORE,1
1974,Perfect product! rely tq flpcartREAD MORE,1
1975,Wonderful OriginalREAD MORE,1
1976,Brilliant Got original and cheaper than in local marketREAD MORE,1
1977,Great product Super quality productREAD MORE,1
1978,Awesome Its Ok good productREAD MORE,1
1979,Awesome GoodREAD MORE,1
1980,Simply awesome ExcellentREAD MORE,1
1981,Good quality product SooperREAD MORE,1
1982,Perfect product! Amazing offer for genuine productsREAD MORE,1
1983,Simply awesome Better than all other brands in this segment.READ MORE,1
1984,Must buy! Very good quality thanks flipkartREAD MORE,1
1985,Nice product super product I love itREAD MORE,1
1986,Perfect product! Good itemsREAD MORE,1
1987,Brilliant Excellent...maREAD MORE,1
1988,Good quality product Fastest ever delivery ever recieved.. ordered yesterday and received today. Thanks to Flipkart.. genuine product..READ MORE,1
1989,Awesome This shuttle give nice control.READ MORE,1
1990,Very Good Nice productREAD MORE,1
1991,Fair GoodREAD MORE,1
1992,Pretty good Nice....READ MORE,1
1993,Slightly disappointed GoodREAD MORE,1
1994,"Excellent Actually this previous shuttles good,but this time bottom is damaged fast.READ MORE",1
1995,Brilliant Value for moneyREAD MORE,1
1996,Decent product Awesome productREAD MORE,1
1997,Nice product Very good🔥READ MORE,1
1998,Great product SuperREAD MORE,1
1999,Good quality product Good product and reasonable priceREAD MORE,1
2000,Just okay SuperREAD MORE,1
2001,Good Cork is very bad qualityREAD MORE,1
2002,Best in the market! Was an excellent purchase.. does its job perfectly.. the only problem we felt was the flying speed was little less compared with  Mavis 350 shuttle we purchased from out side.. ilREAD MORE,1
2003,Awesome It's looking second qualityREAD MORE,0
2004,Terrific Nice shuttlesREAD MORE,1
2005,Just wow! Good quality satisfied for what I paidREAD MORE,1
2006,Nice Using this product Racquet broken fastREAD MORE,1
2007,Super! GoodREAD MORE,1
2008,Just wow! Nice productREAD MORE,1
2009,Brilliant reached on time goodREAD MORE,1
2010,Worth every penny AverageREAD MORE,1
2011,Worth every penny GoodREAD MORE,1
2012,Mind-blowing purchase Worth for money nice productREAD MORE,1
2013,Pretty good NiceREAD MORE,1
2014,Brilliant SatisfiedREAD MORE,1
2015,Classy product Good productREAD MORE,1
2016,Terrific product is lower quality for compare to previous lock down  productREAD MORE,1
2017,Classy product Awesome product....best quality...🤩🤩🤩READ MORE,1
2018,Just okay Delivered very fast and the product was very high qualityREAD MORE,1
2019,Fair Good one recievedREAD MORE,1
2020,Super! Good product but now price is highREAD MORE,1
2021,Decent product Worth of priceREAD MORE,1
2022,Good Nice product.READ MORE,1
2023,Mind-blowing purchase Super super niceREAD MORE,1
2024,"Awesome The product is a bit costly. But, it's not a regular shuttle. Being new to this sport, I didn't have a clear idea whether it'll last longer or not. I had to experiment and as of now I can assure you that it's the best quality you can get at this price point. Go for it. The whole box will last you more than a month if you are a regular player.READ MORE",1
2025,Worth every penny Nice and very durableREAD MORE,1
2026,Terrific Original product.I love it.READ MORE,1
2027,Fabulous! GoodREAD MORE,1
2028,Must buy! Just okREAD MORE,1
2029,Wonderful OkayREAD MORE,1
2030,Great product FantasticREAD MORE,1
2031,Wonderful goodREAD MORE,1
2032,Classy product Some shttles are not good quality. Doesn't look authentic as local markets shuttles are much better and durable.READ MORE,1
2033,Fabulous! GoodREAD MORE,1
2034,Terrific purchase Original product if you are intermediate then it is good for youREAD MORE,1
2035,Nice product Super it's good for playingREAD MORE,1
2036,"Must buy! Excellent,original quality,fast delivery even in this situation,tq fkmlipcartREAD MORE",1
2037,Terrific Worth............READ MORE,1
2038,Great product Good ProductREAD MORE,1
2039,Delightful Nice durableREAD MORE,1
2040,Pretty good Good qualityREAD MORE,1
2041,Highly recommended GoodREAD MORE,1
2042,Simply awesome Very gud shuttle 👍🏻READ MORE,1
2043,Must buy! Good qualityREAD MORE,1
2044,"Good quality product In such pandemic time this product yonex MAVIS 350 is not easy to find in sports stores , and they demand more than 200+ for single piece so please buy this product i got it for 900 price and quality are good go for itREAD MORE",1
2045,Highly recommended Great product 👌READ MORE,1
2046,Excellent Thanks flipcartREAD MORE,1
2047,Simply awesome GoodREAD MORE,1
2048,Mind-blowing purchase Value for moneyREAD MORE,1
2049,Classy product good qualtyREAD MORE,1
2050,Really Nice GoodREAD MORE,1
2051,Must buy! goodREAD MORE,1
2052,Must buy! just awesomeREAD MORE,1
2053,Really Nice Original product from yonexREAD MORE,1
2054,Decent product GoodREAD MORE,1
2055,Does the job Nice quality brilliant good conditionREAD MORE,1
2056,Worth every penny GoodREAD MORE,1
2057,Awesome Good productREAD MORE,1
2058,Worth the money Nice productREAD MORE,1
2059,Highly recommended WowREAD MORE,1
2060,Good quality product Good delivery service and product also awesomeREAD MORE,1
2061,Brilliant NiceREAD MORE,1
2062,Highly recommended best!READ MORE,1
2063,Perfect product! Very good productREAD MORE,1
2064,Awesome Only 4 shuttles are good.. two are waste of money..READ MORE,1
2065,"Terrific Yah, not bad.... better for shuttle players who r in beginners not for extraordinary players...READ MORE",1
2066,Excellent Checked code with Yonex sunrise India...found the product to be genuine.... Quick & decent delivery serviceREAD MORE,1
2067,Worth the money Nice shuttles..... Mavis 350 are very good shuttles. But Little costly.... But no problem . Can be better than mavis 10......worthy.READ MORE,1
2068,Perfect product! GoodREAD MORE,1
2069,Wonderful GoodREAD MORE,1
2070,Must buy! The product is good and price worthy.READ MORE,1
2071,Classy product Good professional productREAD MORE,1
2072,Best in the market! GoodREAD MORE,1
2073,Worth every penny NiceREAD MORE,1
2074,Hated it! Super shuttle..READ MORE,1
2075,Just wow! Good quality like purchased in sports centerREAD MORE,1
2076,Very Good Jst AwesomeREAD MORE,1
2077,Highly recommended SupperREAD MORE,1
2078,Value-for-money Super productREAD MORE,1
2079,Simply awesome Nice productREAD MORE,1
2080,Wonderful Super and durable for our shotsREAD MORE,1
2081,Brilliant Good productREAD MORE,1
2082,Nice product Good productREAD MORE,1
2083,Great product Soon brokenREAD MORE,1
2084,Highly recommended Get in time.READ MORE,0
2085,Delightful fast delivery during corona pandemic is something unbelievable.READ MORE,1
2086,Brilliant GoodREAD MORE,1
2087,Decent product The product is too goodREAD MORE,1
2088,Pretty good Very good👍👍READ MORE,1
2089,Must buy! Good and original Yonex shuttle..READ MORE,1
2090,Worth every penny GoodREAD MORE,1
2091,Pretty good Nice product and fast deliveryREAD MORE,1
2092,Terrific NicREAD MORE,1
2093,Super! Good onesREAD MORE,1
2094,Terrific purchase SuperREAD MORE,1
2095,Awesome NiceREAD MORE,1
2096,Terrific Best nylon shuttle for outdoor and indoor..READ MORE,1
2097,Utterly Disappointed Normal items not for QualityREAD MORE,1
2098,Super! Good productREAD MORE,1
2099,Just wow! Perfect 3day usage of each one.Worth purchase 👌👍😊READ MORE,1
2100,Super! GoodREAD MORE,1
2101,Awesome Very nice and durableREAD MORE,1
2102,Simply awesome Very worth it product and value for moneyREAD MORE,1
2103,Best in the market! The quality is too goodREAD MORE,1
2104,Highly recommended It's perfectly pure on qualityREAD MORE,1
2105,Super! Go for itREAD MORE,1
2106,Terrific purchase Nice pack... Go for it... Value for money...  Thnks flipkart..READ MORE,1
2107,Value-for-money Fast delivery best qualityREAD MORE,0
2108,Unsatisfactory thank you flipkart for a quality product and standard delivery...READ MORE,1
2109,Fair Quality doesn't missed anywhereREAD MORE,1
2110,Does the job Good productREAD MORE,1
2111,Brilliant thisbis very good product but price is to much price will be 800READ MORE,1
2112,Mind-blowing purchase classic chumma chiseledREAD MORE,1
2113,Simply awesome Excellent productREAD MORE,1
2114,Terrific purchase Good productREAD MORE,1
2115,Just wow! NiceREAD MORE,1
2116,Excellent Quality goodREAD MORE,1
2117,Just wow! GoodREAD MORE,1
2118,Fair Product was too bad and quality not good as expected.. Earlier we bought same product and used each shuttle for a week.. This product not sure why it got damaged with in a day.. please check and do the needful ASAPREAD MORE,0
2119,Wonderful GoodREAD MORE,1
2120,"Pretty good Quality of product is not good, cork broken only within one hours.READ MORE",1
2121,Good quality product goodREAD MORE,1
2122,Brilliant Very goodREAD MORE,1
2123,Good choice NiceREAD MORE,1
2124,Fair NiceREAD MORE,1
2125,"Great product No shuttlecocks can compete this one, in terms of flight, durability, exactness, well balanced!READ MORE",1
2126,Classy product very good productREAD MORE,1
2127,Decent product Firstly  Yonex is best company  for badminton and this shuttle is better than Yonex 250READ MORE,1
2128,Fabulous! GoodREAD MORE,1
2129,"Terrific Very good product,thank you flipkartREAD MORE",1
2130,Highly recommended UnbeatableREAD MORE,1
2131,Excellent Timed delivery. SatisfyingREAD MORE,1
2132,Must buy! This is very niceREAD MORE,1
2133,"Highly recommended If Price would be around 850, then it's betterREAD MORE",1
2134,Mind-blowing purchase Not niceREAD MORE,1
2135,Nice product SatisfiedREAD MORE,1
2136,Perfect product! Ok fineREAD MORE,1
2137,Did not meet expectations Not so good in terms of durabilityREAD MORE,1
2138,Classy product Very good qualityREAD MORE,1
2139,Mind-blowing purchase Nice shuttles. Played 9 games so far without baby damage to the shuttles. It will last another 8-9 gamesREAD MORE,1
2140,Awesome Nice productREAD MORE,1
2141,Mind-blowing purchase I am well satisfied.I am very greatful to flipkart.Hope that in future order also you will deliver me the right goods.ThankuREAD MORE,1
2142,Best in the market! Good qualityREAD MORE,1
2143,Utterly Disappointed GoodREAD MORE,1
2144,Brilliant Its original product. You are not going to waste your money. Feel free to buy 😄.READ MORE,1
2145,Just wow! SuperREAD MORE,1
2146,Excellent Best in seeREAD MORE,1
2147,Nice 2 shuttles missingREAD MORE,0
2148,Brilliant Nice productsREAD MORE,1
2149,Mind-blowing purchase Good productREAD MORE,1
2150,Really Nice Quality - excellentREAD MORE,1
2151,Good quality product PerfectREAD MORE,1
2152,Great product Nyc productREAD MORE,1
2153,"Great product Nothing much to tellAlways best product for badminton ,READ MORE",0
2154,Great product GoodREAD MORE,1
2155,Best in the market! Products are good qualityREAD MORE,1
2156,Excellent Nice productREAD MORE,1
2157,Simply awesome The quality of the shuttle wasn't upto the mark and also it started deteriorating after 3-4 matches onlyREAD MORE,1
2158,Worth every penny Awesome!READ MORE,1
2159,Wonderful GoodREAD MORE,1
2160,Highly recommended ORGREAD MORE,1
2161,Just wow! NiceREAD MORE,1
2162,Perfect product! I was so happy 😁😁.It is very good product in Yonex Mavis 350 nylon shuttle.READ MORE,1
2163,Horrible CoolREAD MORE,1
2164,Useless product GreatREAD MORE,1
2165,Decent product Satisfied....READ MORE,1
2166,Best in the market! NiceREAD MORE,1
2167,Mind-blowing purchase Good shuttle for defensive play Better for intermediate playersBeginner is mavis 10 bestREAD MORE,1
2168,Unsatisfactory NiceREAD MORE,1
2169,Good Although genuine product but durability is very lessREAD MORE,1
2170,Delightful nice product and durableREAD MORE,1
2171,Best in the market! Nice product but delivery is very delayREAD MORE,1
2172,Simply awesome Genuine product 👍READ MORE,1
2173,Mind-blowing purchase It is a waste product and I suggest the people to not bay from FlipkartREAD MORE,0
2174,Simply awesome Used productsREAD MORE,0
2175,Simply awesome Durability is not good as expected. It usually last for 4-5daysREAD MORE,1
2176,Terrific purchase Good and best productREAD MORE,1
2177,Awesome GoodREAD MORE,1
2178,Classy product Worst experience with this purchaseREAD MORE,0
2179,Terrific purchase GoodREAD MORE,1
2180,Super! Long lastingREAD MORE,1
2181,Wonderful Super...READ MORE,1
2182,Great product Good qualityREAD MORE,1
2183,Simply awesome SupperREAD MORE,1
2184,Simply awesome Very nice product....READ MORE,1
2185,Simply awesome AwesomeREAD MORE,1
2186,Brilliant Good product But price is on higher sideREAD MORE,1
2187,Simply awesome GoodREAD MORE,1
2188,Pretty good Good one... On problem for  20 to 30 days..READ MORE,1
2189,Nice product Nice qualityREAD MORE,1
2190,Simply awesome SuperREAD MORE,1
2191,Awesome Best durability little slow but similar flight as feather shuttle tournament grade.READ MORE,1
2192,Must buy! As usual . Awesome and best among all the shuttles brands.READ MORE,1
2193,Delightful SUPPERBREAD MORE,1
2194,Does the job Excellent productREAD MORE,1
2195,Wonderful NiceREAD MORE,1
2196,Does the job AwsmREAD MORE,1
2197,Must buy! NiceREAD MORE,1
2198,Worth every penny Great QualityREAD MORE,1
2199,Decent product GoodREAD MORE,1
2200,Must buy! Nice productSafe deliveryREAD MORE,1
2201,Excellent Excellent productREAD MORE,1
2202,Fair Very goodREAD MORE,1
2203,Awesome GoodREAD MORE,1
2204,Highly recommended OkREAD MORE,1
2205,Delightful Nice oneREAD MORE,1
2206,Mind-blowing purchase This quality goodREAD MORE,1
2207,"Simply awesome Original product I got, happy with deliveryREAD MORE",1
2208,Worth every penny So good 👍 service also nice 👌READ MORE,1
2209,Mind-blowing purchase Generally it's base broke in some of the shuttleREAD MORE,1
2210,Wonderful GoodREAD MORE,1
2211,Does the job Original shuttle. Great experienceREAD MORE,1
2212,Super! Some of the items not good qualityREAD MORE,1
2213,Wonderful Very goodREAD MORE,1
2214,Worthless Good oneREAD MORE,1
2215,Delightful Nice 👍READ MORE,1
2216,Perfect product! GoodREAD MORE,1
2217,Wonderful Very fineREAD MORE,1
2218,Classy product ExcellentREAD MORE,1
2219,Worth the money ExcellentREAD MORE,1
2220,Simply awesome Original product.. very good qualityREAD MORE,1
2221,Very Good The shuttle are good.... If u play normally it can last for more than week.... But since I mostly smash and have usually serious play.... So lasting for 3-4 days........... Would say go for itREAD MORE,1
2222,Best in the market! Nice service and very fast delivery and appropriate item not like other on line storesREAD MORE,1
2223,Great product Good 👍READ MORE,1
2224,Terrific Inside the shuttle was of local brand and was abysmal in quality.READ MORE,0
2225,Great product GoodREAD MORE,1
2226,Terrific Must buyREAD MORE,1
2227,Highly recommended Thanks🙏 nice👍READ MORE,1
2228,Highly recommended SuperREAD MORE,1
2229,Highly recommended Best shuttlecock for playing indoor as well as you can use for outdoor gaming.READ MORE,1
2230,Really Nice It is good productREAD MORE,1
2231,Fabulous! GoodREAD MORE,1
2232,Fabulous! Good productREAD MORE,1
2233,Pretty good Best qualityREAD MORE,1
2234,Mind-blowing purchase Great dealREAD MORE,1
2235,Wonderful Got the genuine yonex productREAD MORE,1
2236,Fabulous! Good quality as expected.READ MORE,1
2237,Highly recommended goodREAD MORE,1
2238,Wonderful Nice product advance deliveryREAD MORE,1
2239,Excellent SuperREAD MORE,1
2240,Terrific SuperREAD MORE,1
2241,Worth every penny Good qualityREAD MORE,1
2242,Mind-blowing purchase Super shuttle......very strong and slowREAD MORE,1
2243,Must buy! GoodREAD MORE,1
2244,Excellent LovedREAD MORE,1
2245,Classy product NiceREAD MORE,1
2246,Great product Grt . ButPrice is increasing day by day .READ MORE,1
2247,"Classy product Excellent product, worth for moneyREAD MORE",1
2248,Great product Go for it. Very good quality.READ MORE,1
2249,Great product Good quality 👌READ MORE,1
2250,Terrific purchase Good qualityREAD MORE,1
2251,Terrific purchase Good.... Bt the price was somewhat more than that of market priceREAD MORE,1
2252,Really Nice NiceREAD MORE,1
2253,Great product very good 😍😍READ MORE,1
2254,Nice Nice oneREAD MORE,1
2255,Worthless Super product.. Plastic seal brokenREAD MORE,1
2256,Terrific Good quality product but price has been increased a little bitREAD MORE,1
2257,Best in the market! Great qualityREAD MORE,1
2258,Worth every penny Yonex 350 coack is very good for badmintonREAD MORE,1
2259,Best in the market! GoodREAD MORE,1
2260,Super! Mavis 350  good productREAD MORE,1
2261,Pretty good NiceREAD MORE,1
2262,Bad quality A lil bit costly but DurableREAD MORE,1
2263,Terrific GoodREAD MORE,1
2264,Mind-blowing purchase 2 shuttles are damaged otherwise it's okay...READ MORE,1
2265,Value-for-money PowerREAD MORE,0
2266,Brilliant Best for shuttleREAD MORE,1
2267,Classy product AvarageREAD MORE,1
2268,Pretty good Best product..READ MORE,1
2269,Best in the market! Nice oneREAD MORE,1
2270,Best in the market! superbbbbbREAD MORE,1
2271,Just okay GoodREAD MORE,1
2272,Value-for-money Soo badREAD MORE,0
2273,Terrific purchase GoodREAD MORE,1
2274,Fabulous! Original and awesomeREAD MORE,1
2275,Best in the market! Nice productREAD MORE,1
2276,Terrific purchase GoodREAD MORE,1
2277,Awesome Very best..best quality...READ MORE,1
2278,Fabulous! good qualityREAD MORE,1
2279,Classy product Good productREAD MORE,1
2280,Excellent It is very good quality but the rate is little higher.READ MORE,1
2281,Don't waste your money Not durableREAD MORE,1
2282,Perfect product! Nice productREAD MORE,1
2283,Simply awesome Too much costREAD MORE,1
2284,Mind-blowing purchase Good product best qualityREAD MORE,1
2285,Good Always best.READ MORE,1
2286,Pretty good Good quality shuttles for indoor play. Go for it.READ MORE,1
2287,Perfect product! It's good must buy it .....READ MORE,1
2288,Pretty good product is very niceREAD MORE,1
2289,Simply awesome GoodREAD MORE,1
2290,Worth every penny Must buyREAD MORE,1
2291,Terrible product Shuttles box was crushed.. very badREAD MORE,0
2292,Terrific Good product  love it.READ MORE,1
2293,Terrific purchase Good one..!!READ MORE,1
2294,Just okay Super qualityREAD MORE,1
2295,Worth every penny GoodREAD MORE,1
2296,Classy product All good but price should be lowerREAD MORE,1
2297,Good quality product Very niceREAD MORE,1
2298,Wonderful Very nice shuttle And good balancing shuttleREAD MORE,1
2299,Mind-blowing purchase Best product for beginners playing outside.READ MORE,1
2300,Very Good GenuineREAD MORE,1
2301,Classy product Very slow worstREAD MORE,0
2302,Good GOODREAD MORE,1
2303,Terrific purchase Very good productREAD MORE,1
2304,Terrific Products was good but the cap wasn't good and it's not a long lasting shuttleREAD MORE,1
2305,Classy product FireREAD MORE,1
2306,Worthless Super Fast Delivery Un ExpectedREAD MORE,1
2307,Fabulous! SuperREAD MORE,1
2308,Just okay Excellent to play..READ MORE,1
2309,Highly recommended Ultimate shuttleREAD MORE,1
2310,Fair SuperREAD MORE,1
2311,"Faulty shuttle in book, is it genuine product? It's a genuine and good productREAD MORE",1
2312,Pretty good Nice oneREAD MORE,1
2313,Value-for-money Good product nd good pack thank flipkartREAD MORE,1
2314,Super! Super productREAD MORE,1
2315,Terrific purchase Very less durable... Each piece gone in three daysREAD MORE,1
2316,Classy product Very bad product all the corcks are ccracked one'sREAD MORE,0
2317,Must buy! Original shuttle very  niceREAD MORE,1
2318,Super! NiceREAD MORE,1
2319,Super! Good qualityREAD MORE,1
2320,Highly recommended Quality is very poooooorREAD MORE,1
2321,"Must buy! Overall good product. However, out of 6, found one shuttle is not up to the mark and is revolving like a bullet. A waste of money. Not sure if the vendor is selling genuine products at all.READ MORE",1
2322,Worthless Nice but 77 gm very niceREAD MORE,1
2323,Awesome GoodREAD MORE,1
2324,Terrific Very super productREAD MORE,1
2325,Awesome Very nice.. 10/10 marks for quality and  durability..READ MORE,1
2326,Best in the market! GoodREAD MORE,1
2327,Excellent GooodREAD MORE,1
2328,Worth the money Nice shuttleREAD MORE,1
2329,Good quality product Best and most consistent shuttle cork for regular players. Original product delivered. This shuttle is used in most of the junior tournaments across the world.READ MORE,1
2330,Mind-blowing purchase SuperREAD MORE,1
2331,Don't waste your money Genuine purchaseREAD MORE,1
2332,Value-for-money The shuttles (green) are very fast. Not enjoying the game just little push or lift shuttles going out.READ MORE,0
2333,Mind-blowing purchase Absolutely originalREAD MORE,1
2334,Fabulous! VeryREAD MORE,1
2335,Just wow! Genuine productREAD MORE,1
2336,"Just wow! Good quality, original.READ MORE",1
2337,Terrific Good qualityREAD MORE,1
2338,Simply awesome Really good quality shuttles...READ MORE,1
2339,Don't waste your money GoodREAD MORE,1
2340,Not good SUPEBREAD MORE,1
2341,Super! very bad productREAD MORE,0
2342,Decent product Good productREAD MORE,1
2343,Brilliant OutstandingREAD MORE,1
2344,Brilliant GoodREAD MORE,1
2345,Not good Very good qualityREAD MORE,1
2346,"Horrible Indies best plastic shuttle, every player like it , in lockdown price very highREAD MORE",1
2347,Worth the money GoodREAD MORE,1
2348,Nice SuperREAD MORE,1
2349,"Mind-blowing purchase Don't buy it, they are putting adrenex shuttles inside and there is no return policyREAD MORE",0
2350,Terrific purchase Base of the shuttle is not good it was damaged.READ MORE,0
2351,Delightful SuperREAD MORE,1
2352,Nice 2of 6 are just damagedREAD MORE,1
2353,Mind-blowing purchase NceREAD MORE,1
2354,Bad quality excellent productREAD MORE,1
2355,Very Good Worst experienceREAD MORE,0
2356,Does the job Quality is not goodREAD MORE,0
2357,Waste of money! Am happy after use...But give same discountREAD MORE,1
2358,Worth every penny Average quality productREAD MORE,1
2359,Don't waste your money Good shuttleREAD MORE,1
2360,Really Nice 100%%%%% original product thanksREAD MORE,1
2361,"Just wow! This time around, the quality is so low that, 3 of the 6 pack didn't last an hour. Probably, 2nd quality... Nobody pays market price for 2nd QualityREAD MORE",1
2362,Classy product Service is good ...but so lateREAD MORE,1
2363,Terrible product Good prREAD MORE,1
2364,Simply awesome Quality Much difference when we buy in shop and in FlipkartREAD MORE,0
2365,Awesome Product quality is very good but price is a bit high.READ MORE,1
2366,Must buy! It's overall good but there is some small holes in cork which may be caused by some insectsREAD MORE,1
2367,Awesome Waste product. Don't buy this product. Every cork was not properly fixed.READ MORE,0
